site_id,property_name,category_id,category_name,amenity_id,amenity_name
"ocpesl9n3p","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","981","Undergraduates"
"ocpesl9n3p","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","982","Graduate Students"
"ocpesl9n3p","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","983","Faculty/Staff"
"lvqgnje","Trellis-University Hill","Lease Information","Lease Information","16","12 month lease"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","1","Air Conditioning"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","26","Dishwasher"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","7","Furnished"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","82","Garbage Disposal"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","303","High-Speed Internet Available"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"lvqgnje","Trellis-University Hill","Unit Features","Unit Features","41","Smoke-Free"
"lvqgnje","Trellis-University Hill","Security","Security","96","Gated Community"
"lvqgnje","Trellis-University Hill","Laundry","Laundry","9","Washer/Dryer in Unit"
"lvqgnje","Trellis-University Hill","Convenient For","Convenient For","981","Undergraduates"
"lvqgnje","Trellis-University Hill","Convenient For","Convenient For","982","Graduate Students"
"lvqgnje","Trellis-University Hill","Convenient For","Convenient For","983","Faculty/Staff"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Flex Payment Options"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Livble Payment Option"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Reading Garden"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Renovated Community"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Resident Portal"
"lvqgnje","Trellis-University Hill","Unique Features","Unique Features","","Your Fitness, Your Choice Program"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","1","Air Conditioning"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","26","Dishwasher"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","80","Extra Storage"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","7","Furnished"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","82","Garbage Disposal"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","71","Outdoor Space"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Unit Features","Unit Features","41","Smoke-Free"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Security","Security","99","Exterior Lighting"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","46","Individual Leases"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","43","International Student Friendly"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","19","Near Bus Stop"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","10","Pool"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","44","Roommate Matching"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Community Features","Community Features","103","Walk to campus"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","981","Undergraduates"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","982","Graduate Students"
"ocpcm3jede","maisonNC --- Fully Furnished minutes away from Wolfline and Shopping","Convenient For","Convenient For","983","Faculty/Staff"
"seyb987","Wesley","Lease Information","Lease Information","16","12 month lease"
"seyb987","Wesley","Lease Information","Lease Information","17","9 month lease"
"seyb987","Wesley","Lease Information","Lease Information","18","Flexible/Other lease"
"seyb987","Wesley","Lease Information","Lease Information","42","Short-Term lease"
"seyb987","Wesley","Unit Features","Unit Features","1","Air Conditioning"
"seyb987","Wesley","Unit Features","Unit Features","20","Carpet"
"seyb987","Wesley","Unit Features","Unit Features","15","Disability Accessible"
"seyb987","Wesley","Unit Features","Unit Features","26","Dishwasher"
"seyb987","Wesley","Unit Features","Unit Features","80","Extra Storage"
"seyb987","Wesley","Unit Features","Unit Features","8","Fireplace"
"seyb987","Wesley","Unit Features","Unit Features","82","Garbage Disposal"
"seyb987","Wesley","Unit Features","Unit Features","21","Hardwood Floors"
"seyb987","Wesley","Unit Features","Unit Features","303","High-Speed Internet Available"
"seyb987","Wesley","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"seyb987","Wesley","Unit Features","Unit Features","41","Smoke-Free"
"seyb987","Wesley","Community Features","Community Features","265","Clubhouse"
"seyb987","Wesley","Community Features","Community Features","45","Fitness Room"
"seyb987","Wesley","Community Features","Community Features","10","Pool"
"seyb987","Wesley","Laundry","Laundry","9","Washer/Dryer in Unit"
"seyb987","Wesley","Convenient For","Convenient For","981","Undergraduates"
"seyb987","Wesley","Convenient For","Convenient For","982","Graduate Students"
"seyb987","Wesley","Convenient For","Convenient For","983","Faculty/Staff"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Lease Information","Lease Information","16","12 month lease"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Lease Information","Lease Information","17","9 month lease"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Lease Information","Lease Information","102","Academic Year"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Lease Information","Lease Information","87","Semester"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Lease Information","Lease Information","42","Short-Term lease"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","1","Air Conditioning"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","20","Carpet"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","26","Dishwasher"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","80","Extra Storage"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","82","Garbage Disposal"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Security","Security","95","Dead-Bolt Locks"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Security","Security","99","Exterior Lighting"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Security","Security","25","Security System"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Security","Security","68","Video Intercom"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Security","Security","98","Video Surveillance"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Community Features","Community Features","81","Elevator"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Community Features","Community Features","46","Individual Leases"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Community Features","Community Features","43","International Student Friendly"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Community Features","Community Features","19","Near Bus Stop"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Community Features","Community Features","103","Walk to campus"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Laundry","Laundry","104","Laundry Access"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Convenient For","Convenient For","981","Undergraduates"
"ocpnx5c0kn","Modern & spacious 3BR/3BA Apartment w/View","Convenient For","Convenient For","982","Graduate Students"
"ll5gb9f","Rhyne's Gate Apartments","Lease Information","Lease Information","16","12 month lease"
"ll5gb9f","Rhyne's Gate Apartments","Lease Information","Lease Information","17","9 month lease"
"ll5gb9f","Rhyne's Gate Apartments","Lease Information","Lease Information","18","Flexible/Other lease"
"ll5gb9f","Rhyne's Gate Apartments","Lease Information","Lease Information","42","Short-Term lease"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","1","Air Conditioning"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","20","Carpet"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","15","Disability Accessible"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","26","Dishwasher"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","303","High-Speed Internet Available"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ll5gb9f","Rhyne's Gate Apartments","Unit Features","Unit Features","41","Smoke-Free"
"ll5gb9f","Rhyne's Gate Apartments","Security","Security","120","Courtesy Officer/Patrol"
"ll5gb9f","Rhyne's Gate Apartments","Security","Security","98","Video Surveillance"
"ll5gb9f","Rhyne's Gate Apartments","Community Features","Community Features","103","Walk to campus"
"ll5gb9f","Rhyne's Gate Apartments","Laundry","Laundry","9","Washer/Dryer in Unit"
"ll5gb9f","Rhyne's Gate Apartments","Convenient For","Convenient For","981","Undergraduates"
"ll5gb9f","Rhyne's Gate Apartments","Convenient For","Convenient For","982","Graduate Students"
"ll5gb9f","Rhyne's Gate Apartments","Convenient For","Convenient For","983","Faculty/Staff"
"ll5gb9f","Rhyne's Gate Apartments","Unique Features","Unique Features","","Ncsu"
"ll5gb9f","Rhyne's Gate Apartments","Unique Features","Unique Features","","Wifi"
"ll5gb9f","Rhyne's Gate Apartments","Unique Features","Unique Features","","Wolfline"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","1","Air Conditioning"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","80","Extra Storage"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","7","Furnished"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","21","Hardwood Floors"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","71","Outdoor Space"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Unit Features","Unit Features","41","Smoke-Free"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Security","Security","95","Dead-Bolt Locks"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Security","Security","99","Exterior Lighting"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Security","Security","25","Security System"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Security","Security","98","Video Surveillance"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Convenient For","Convenient For","981","Undergraduates"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Convenient For","Convenient For","982","Graduate Students"
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","Convenient For","Convenient For","983","Faculty/Staff"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Lease Information","Lease Information","16","12 month lease"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Lease Information","Lease Information","17","9 month lease"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Lease Information","Lease Information","18","Flexible/Other lease"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","1","Air Conditioning"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","20","Carpet"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","26","Dishwasher"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","82","Garbage Disposal"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","83","Garden/Yard"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","303","High-Speed Internet Available"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unit Features","Unit Features","41","Smoke-Free"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Community Features","Community Features","10","Pool"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","University Features","University Features","74","Private Shuttle to Campus"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Laundry","Laundry","9","Washer/Dryer in Unit"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Convenient For","Convenient For","981","Undergraduates"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Convenient For","Convenient For","982","Graduate Students"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Convenient For","Convenient For","983","Faculty/Staff"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","Unique Features","Unique Features","","Ask about our Roommate Assistance Program"
